id_cliente,produto,data_contratacao,status,canal_contratacao
2821,investimento_lci_lca,2024-04-08,vencido,app
2822,credito_pessoal,2024-08-18,cancelado,telemarketing
2823,credito_pessoal,2025-06-09,ativo,app
2823,conta_digital_plus,2025-08-05,ativo,agencia
2824,consorcio_auto,2025-04-04,ativo,app
2824,conta_digital_plus,2025-09-14,ativo,app
2827,credito_consignado,2024-06-21,ativo,app
2827,cheque_especial,2025-08-01,ativo,agencia
2827,credito_pessoal,2025-04-20,ativo,telemarketing
2828,pix_parcelado,2025-09-06,ativo,app
2828,investimento_cdb,2024-10-22,ativo,app
2829,seguro_vida,2025-07-12,ativo,app
2831,pix_parcelado,2025-04-10,cancelado,app
2834,previdencia,2025-08-10,ativo,app
2835,investimento_cdb,2024-11-26,vencido,app
2837,seguro_viagem,2024-03-15,ativo,agencia
2839,investimento_cdb,2024-02-18,ativo,web
2839,previdencia,2025-09-21,ativo,app
2839,cartao_platinum,2024-06-09,cancelado,agencia
2840,conta_digital_plus,2025-09-06,ativo,app
2842,previdencia,2024-10-11,cancelado,telemarketing
2842,consorcio_auto,2024-05-15,ativo,app
2843,previdencia,2024-04-21,ativo,app
2844,consorcio_auto,2025-07-03,ativo,web
2844,cartao_platinum,2025-09-03,ativo,app
2844,seguro_auto,2024-10-26,ativo,web
2845,conta_digital_plus,2024-03-11,ativo,agencia
2846,credito_pessoal,2024-07-27,ativo,agencia
2846,pix_parcelado,2024-06-03,ativo,telemarketing
2847,consorcio_auto,2025-10-10,ativo,web
2847,consorcio_imovel,2024-06-23,ativo,agencia
2848,credito_pessoal,2024-01-21,ativo,app
2850,cheque_especial,2025-08-09,ativo,agencia
2850,credito_consignado,2025-01-18,ativo,app
2851,seguro_vida,2025-07-16,ativo,agencia
2852,pix_parcelado,2025-05-23,ativo,app
2853,cheque_especial,2025-09-09,ativo,app
2853,conta_digital_plus,2024-02-20,cancelado,agencia
2854,seguro_auto,2024-08-25,ativo,telemarketing
2854,cartao_platinum,2024-12-01,ativo,app
2855,pix_parcelado,2025-02-11,ativo,agencia
2855,investimento_lci_lca,2024-03-31,vencido,app
2855,investimento_cdb,2024-02-09,ativo,app
2856,previdencia,2024-12-15,ativo,telemarketing
2856,seguro_vida,2024-01-22,ativo,web
2856,cheque_especial,2024-10-12,vencido,app
2858,conta_digital_plus,2024-10-04,ativo,app
2858,credito_pessoal,2024-08-30,ativo,web
2863,cartao_platinum,2024-04-24,ativo,telemarketing
2865,portabilidade_salario,2024-03-14,ativo,web
2866,conta_digital_plus,2024-08-12,ativo,telemarketing
2867,credito_consignado,2025-01-09,ativo,web
2868,investimento_cdb,2025-01-29,ativo,app
2868,conta_digital_plus,2024-11-26,ativo,app
2870,credito_pessoal,2025-05-02,ativo,web
2871,investimento_lci_lca,2024-04-10,ativo,telemarketing
2871,seguro_auto,2025-01-18,ativo,app
2872,seguro_vida,2024-01-30,ativo,agencia
2873,seguro_vida,2025-05-13,ativo,web
2874,conta_digital_plus,2024-05-20,ativo,web
2874,cheque_especial,2025-02-08,ativo,web
2874,credito_pessoal,2024-03-26,ativo,app
2874,pix_parcelado,2025-05-08,ativo,app
2874,cartao_platinum,2024-01-14,ativo,app
2876,conta_digital_plus,2024-04-14,ativo,agencia
2877,seguro_vida,2024-06-19,ativo,app
2878,credito_pessoal,2024-04-18,ativo,agencia
2879,conta_digital_plus,2025-07-22,ativo,app
2880,pix_parcelado,2025-06-28,ativo,app
2880,cheque_especial,2025-12-30,ativo,app
2883,cartao_platinum,2024-10-24,ativo,telemarketing
2885,seguro_vida,2024-05-28,ativo,web
2890,conta_digital_plus,2025-09-13,ativo,agencia
2890,seguro_auto,2025-11-29,ativo,web
2890,previdencia,2025-02-24,ativo,app
2891,conta_digital_plus,2024-11-19,ativo,web
2893,cartao_platinum,2024-10-31,ativo,app
2895,seguro_vida,2025-10-07,ativo,app
2895,credito_pessoal,2025-08-30,ativo,web
2897,investimento_lci_lca,2025-09-09,ativo,web
2898,cheque_especial,2025-11-13,ativo,agencia
2898,conta_digital_plus,2024-01-01,ativo,agencia
2899,consorcio_auto,2025-08-28,ativo,agencia
2901,seguro_vida,2025-03-12,ativo,web
2902,credito_consignado,2025-01-07,ativo,web
2904,credito_pessoal,2024-02-03,ativo,web
2905,seguro_vida,2024-05-13,ativo,app
2905,cheque_especial,2025-03-07,ativo,web
2905,seguro_auto,2025-07-23,ativo,app
2906,credito_pessoal,2025-07-19,ativo,telemarketing
2907,cartao_platinum,2025-05-29,ativo,app
2907,investimento_lci_lca,2024-06-20,vencido,web
2908,cheque_especial,2025-04-25,cancelado,agencia
2909,seguro_vida,2025-10-05,ativo,app
2910,credito_pessoal,2025-11-11,ativo,web
2910,investimento_cdb,2025-08-28,cancelado,web
2912,conta_digital_plus,2025-11-20,ativo,telemarketing
2914,conta_digital_plus,2025-08-22,ativo,app
2914,tesouro_direto,2025-08-21,ativo,telemarketing
2914,seguro_auto,2024-07-08,ativo,web
2914,seguro_vida,2025-09-24,ativo,web
2914,investimento_cdb,2024-01-14,ativo,agencia
2915,pix_parcelado,2025-08-03,ativo,app
2916,credito_consignado,2025-11-10,ativo,app
2916,conta_digital_plus,2024-08-15,ativo,app
2918,conta_digital_plus,2025-03-30,ativo,app
2918,credito_pessoal,2025-12-08,ativo,telemarketing
2919,investimento_cdb,2025-08-18,ativo,app
2920,conta_digital_plus,2025-12-22,ativo,telemarketing
2923,conta_digital_plus,2025-07-28,ativo,telemarketing
2923,cheque_especial,2025-12-11,ativo,web
2926,seguro_auto,2024-07-13,ativo,web
2926,investimento_cdb,2024-12-25,ativo,app
2927,cartao_platinum,2025-12-27,ativo,web
2928,cartao_platinum,2024-04-23,ativo,web
2929,cheque_especial,2024-11-08,vencido,agencia
2929,credito_pessoal,2025-12-24,ativo,app
2929,cartao_platinum,2024-07-06,ativo,app
2929,seguro_auto,2024-08-25,cancelado,agencia
2930,seguro_vida,2025-05-18,ativo,telemarketing
2931,cheque_especial,2024-03-03,ativo,app
2932,seguro_auto,2024-09-09,ativo,agencia
2932,cheque_especial,2025-09-19,ativo,app
2934,conta_digital_plus,2025-04-17,ativo,web
2934,investimento_cdb,2024-04-05,cancelado,app
2936,credito_pessoal,2025-11-18,ativo,app
2936,pix_parcelado,2024-10-07,ativo,app
2937,credito_pessoal,2025-04-23,ativo,web
2937,seguro_auto,2024-04-15,ativo,app
2938,seguro_residencial,2024-09-30,ativo,app
2939,cartao_platinum,2024-01-20,ativo,app
2939,conta_digital_plus,2024-04-20,ativo,app
2940,conta_digital_plus,2025-09-20,ativo,web
2943,seguro_vida,2024-06-19,ativo,agencia
2943,cheque_especial,2024-06-04,ativo,agencia
2944,seguro_vida,2025-11-20,ativo,app
2944,credito_pessoal,2024-10-09,ativo,web
2945,investimento_cdb,2025-07-20,ativo,agencia
2945,conta_digital_plus,2024-09-30,ativo,web
2945,portabilidade_salario,2025-04-07,ativo,web
2946,credito_pessoal,2024-09-20,ativo,app
2946,conta_digital_plus,2025-08-15,ativo,web
2948,credito_pessoal,2025-04-14,ativo,web
2948,cheque_especial,2024-07-09,ativo,app
2949,cheque_especial,2024-04-22,ativo,app
2950,investimento_lci_lca,2025-09-06,ativo,app
2950,seguro_vida,2024-08-02,ativo,agencia
2951,cheque_especial,2025-04-06,cancelado,app
2952,cartao_platinum,2024-01-17,ativo,app
2953,cartao_platinum,2024-01-06,cancelado,telemarketing
2954,cheque_especial,2025-11-01,ativo,web
2954,conta_digital_plus,2025-12-15,ativo,agencia
2955,investimento_lci_lca,2024-08-03,ativo,app
2955,credito_pessoal,2025-09-08,cancelado,app
2956,cheque_especial,2025-06-22,ativo,app
2956,seguro_auto,2024-01-06,ativo,agencia
2956,cartao_platinum,2025-02-25,ativo,web
2957,previdencia,2025-08-22,ativo,app
2957,conta_digital_plus,2024-01-06,ativo,app
2958,investimento_cdb,2025-07-07,ativo,app
2958,cartao_platinum,2024-04-03,ativo,web
2958,conta_digital_plus,2024-07-29,ativo,telemarketing
2962,conta_digital_plus,2025-07-26,ativo,telemarketing
2962,seguro_viagem,2024-07-24,ativo,app
2963,consorcio_auto,2024-11-17,ativo,telemarketing
2964,cartao_platinum,2025-06-14,ativo,web
2964,seguro_auto,2025-06-29,ativo,telemarketing
2964,tesouro_direto,2024-11-18,ativo,web
2964,conta_digital_plus,2024-05-14,ativo,web
2965,conta_digital_plus,2024-04-30,ativo,web
2967,credito_consignado,2024-12-12,ativo,agencia
2967,tesouro_direto,2024-01-01,ativo,web
2968,cheque_especial,2024-07-30,ativo,app
2968,seguro_residencial,2024-08-14,ativo,telemarketing
2968,credito_pessoal,2024-06-17,ativo,agencia
2969,conta_digital_plus,2024-09-19,ativo,app
2971,pix_parcelado,2024-03-24,ativo,app
2971,credito_pessoal,2025-07-09,ativo,agencia
2972,conta_digital_plus,2025-12-02,ativo,web
2973,cartao_platinum,2025-09-23,ativo,app
2973,cheque_especial,2025-01-10,ativo,web
2973,seguro_viagem,2025-10-21,ativo,web
2975,credito_pessoal,2025-07-20,ativo,app
2976,cheque_especial,2024-10-23,ativo,app
2978,seguro_vida,2025-09-13,ativo,telemarketing
2978,cheque_especial,2025-07-09,ativo,telemarketing
2978,credito_pessoal,2025-12-14,ativo,app
2980,cartao_platinum,2025-02-17,ativo,app
2980,conta_digital_plus,2025-06-17,ativo,agencia
2980,investimento_cdb,2024-03-24,ativo,app
2981,previdencia,2024-09-13,ativo,agencia
2982,cheque_especial,2025-04-30,ativo,app
2982,seguro_auto,2024-08-17,ativo,web
2983,seguro_vida,2024-12-25,ativo,telemarketing
2983,credito_pessoal,2024-10-15,vencido,agencia
2983,cartao_platinum,2025-09-06,ativo,web
2984,conta_digital_plus,2024-06-21,ativo,agencia
2985,conta_digital_plus,2025-04-22,ativo,telemarketing
2986,seguro_viagem,2025-01-16,ativo,web
2987,cheque_especial,2024-01-28,cancelado,app
2987,conta_digital_plus,2025-03-03,cancelado,telemarketing
2989,credito_pessoal,2025-05-08,ativo,agencia
2990,conta_digital_plus,2025-02-16,ativo,agencia
2991,credito_pessoal,2024-11-14,ativo,web
2993,conta_digital_plus,2025-02-08,ativo,telemarketing
2993,pix_parcelado,2024-10-01,ativo,web
2995,seguro_vida,2025-09-03,ativo,telemarketing
2999,cheque_especial,2024-06-22,ativo,web
3000,seguro_residencial,2024-10-15,ativo,agencia
3001,credito_pessoal,2024-12-19,ativo,app
3001,seguro_vida,2024-05-26,ativo,web
3003,conta_digital_plus,2025-07-30,ativo,web
3004,conta_digital_plus,2025-12-23,ativo,agencia
3006,conta_digital_plus,2024-06-11,ativo,agencia
3007,credito_pessoal,2025-04-08,ativo,telemarketing
3007,cartao_platinum,2024-04-29,ativo,web
3009,cheque_especial,2025-05-18,ativo,web
3009,seguro_vida,2024-04-16,ativo,agencia
3010,credito_pessoal,2024-06-27,ativo,app
3011,conta_digital_plus,2025-01-16,ativo,app
3011,credito_consignado,2025-04-06,ativo,web
3012,titulo_capitalizacao,2024-06-29,ativo,app
3012,seguro_viagem,2024-10-26,ativo,web
3012,consorcio_auto,2025-09-15,ativo,web
3013,investimento_lci_lca,2024-09-29,ativo,telemarketing
3014,conta_digital_plus,2025-03-10,ativo,web
3015,seguro_vida,2024-08-30,ativo,app
3016,portabilidade_salario,2025-08-11,ativo,app
3016,credito_pessoal,2024-07-05,ativo,app
3016,conta_digital_plus,2024-05-17,ativo,web
3018,pix_parcelado,2025-05-29,ativo,app
3019,pix_parcelado,2025-03-29,ativo,app
3019,seguro_auto,2025-11-26,ativo,telemarketing
3019,cheque_especial,2025-07-17,ativo,agencia
3021,conta_digital_plus,2025-12-25,ativo,app
3021,seguro_auto,2024-12-01,ativo,telemarketing
3022,pix_parcelado,2024-05-24,ativo,app
3022,conta_digital_plus,2024-09-18,ativo,agencia
3023,conta_digital_plus,2024-08-22,ativo,app
3023,pix_parcelado,2024-02-28,ativo,telemarketing
3024,credito_pessoal,2024-03-05,ativo,app
3024,conta_digital_plus,2025-09-21,ativo,agencia
3025,credito_pessoal,2025-01-16,ativo,telemarketing
3027,cartao_platinum,2024-05-03,ativo,agencia
3028,credito_pessoal,2024-03-10,ativo,agencia
3028,consorcio_auto,2024-02-15,ativo,app
3029,conta_digital_plus,2024-03-11,ativo,app
3030,seguro_auto,2025-08-06,ativo,telemarketing
3031,conta_digital_plus,2024-12-04,ativo,agencia
3031,cheque_especial,2024-09-06,cancelado,agencia
3032,credito_pessoal,2025-09-30,ativo,app
3033,conta_digital_plus,2025-04-20,ativo,app
3035,cheque_especial,2024-03-15,ativo,app
3036,credito_pessoal,2025-10-29,ativo,app
3036,pix_parcelado,2025-07-09,ativo,telemarketing
3037,cheque_especial,2024-10-05,ativo,app
3037,consorcio_auto,2025-12-23,ativo,web
3038,cartao_platinum,2024-07-08,ativo,app
3039,investimento_cdb,2025-07-09,ativo,telemarketing
3039,conta_digital_plus,2025-12-25,ativo,app
3040,conta_digital_plus,2024-09-16,ativo,agencia
3041,conta_digital_plus,2025-07-20,ativo,telemarketing
3042,conta_digital_plus,2024-09-18,ativo,app
3042,previdencia,2024-06-05,ativo,agencia
3043,credito_consignado,2024-01-29,ativo,app
3043,cheque_especial,2024-04-05,ativo,app
3044,cheque_especial,2025-01-14,ativo,app
3045,cheque_especial,2025-02-21,ativo,app
3045,conta_digital_plus,2025-05-07,ativo,web
3045,credito_pessoal,2025-11-26,ativo,app
3046,conta_digital_plus,2024-12-22,ativo,telemarketing
3047,investimento_cdb,2025-05-10,ativo,agencia
3048,cheque_especial,2024-11-15,ativo,telemarketing
3048,pix_parcelado,2024-12-02,vencido,agencia
3053,seguro_vida,2025-06-27,cancelado,telemarketing
3053,consorcio_auto,2024-11-24,ativo,web
3053,cheque_especial,2024-01-04,vencido,app
3053,conta_digital_plus,2024-12-25,ativo,app
3053,credito_pessoal,2025-12-27,ativo,app
3054,titulo_capitalizacao,2024-07-24,ativo,app
3057,pix_parcelado,2025-03-29,ativo,telemarketing
3059,seguro_auto,2025-11-19,ativo,app
3059,credito_pessoal,2025-09-01,ativo,agencia
3060,investimento_lci_lca,2025-11-16,ativo,web
3060,tesouro_direto,2024-04-30,ativo,app
3062,pix_parcelado,2025-01-15,ativo,app
3062,consorcio_auto,2025-07-28,ativo,app
3062,credito_pessoal,2025-06-06,ativo,telemarketing
3063,seguro_vida,2025-10-31,ativo,app
3063,cheque_especial,2024-07-24,ativo,agencia
3064,investimento_cdb,2024-11-08,cancelado,web
3064,seguro_vida,2025-03-10,ativo,app
3065,seguro_auto,2025-12-05,cancelado,agencia
3066,credito_pessoal,2025-08-11,ativo,telemarketing
3068,cartao_platinum,2024-03-08,ativo,web
3069,titulo_capitalizacao,2024-12-08,ativo,agencia
3070,conta_digital_plus,2025-01-14,ativo,web
3070,credito_consignado,2025-10-10,ativo,app
3070,seguro_vida,2024-03-01,cancelado,web
3070,pix_parcelado,2024-04-14,ativo,app
3071,cartao_platinum,2025-02-20,cancelado,app
3071,credito_consignado,2024-05-08,ativo,agencia
3072,cartao_platinum,2025-11-08,ativo,app
3072,investimento_lci_lca,2025-07-11,ativo,app
3073,credito_pessoal,2025-09-15,ativo,agencia
3074,previdencia,2025-06-25,cancelado,agencia
3076,uso_lastro_limite,2024-04-22,ativo,web
3077,seguro_viagem,2024-02-03,vencido,telemarketing
3077,portabilidade_salario,2025-12-14,cancelado,agencia
3077,cheque_especial,2024-12-03,ativo,app
3077,seguro_auto,2024-04-30,ativo,app
3078,cheque_especial,2025-05-12,cancelado,web
3078,cartao_platinum,2024-03-25,ativo,app
3080,investimento_cdb,2024-12-30,ativo,web
3080,credito_pessoal,2024-12-09,ativo,app
3080,cheque_especial,2025-12-28,ativo,agencia
3080,cartao_platinum,2024-05-20,ativo,app
3082,investimento_cdb,2024-11-16,ativo,app
3083,consorcio_auto,2024-10-16,ativo,app
3085,credito_consignado,2025-10-02,ativo,web
3085,pix_parcelado,2024-09-14,ativo,app
3087,pix_parcelado,2024-05-20,ativo,app
3088,credito_consignado,2025-01-26,ativo,web
3090,investimento_cdb,2025-11-04,vencido,app
3092,cartao_platinum,2024-01-13,ativo,agencia
3093,pix_parcelado,2024-05-28,ativo,app
3094,cheque_especial,2024-07-15,ativo,app
3094,pix_parcelado,2025-11-14,ativo,web
3095,pix_parcelado,2025-12-19,ativo,app
3096,conta_digital_plus,2025-09-04,ativo,agencia
3097,cartao_platinum,2024-07-31,vencido,web
3097,seguro_vida,2025-04-20,ativo,agencia
3100,cheque_especial,2025-01-22,ativo,app
3100,credito_pessoal,2024-08-11,ativo,app
3101,pix_parcelado,2024-01-26,vencido,app
3102,seguro_auto,2025-02-05,ativo,web
3103,seguro_auto,2025-02-10,ativo,app
3103,credito_pessoal,2024-01-04,ativo,app
3103,consorcio_imovel,2024-03-10,ativo,telemarketing
3105,titulo_capitalizacao,2024-06-22,ativo,web
3108,investimento_cdb,2025-08-09,ativo,app
3109,pix_parcelado,2024-01-12,ativo,app
3111,cartao_platinum,2025-05-19,ativo,app
3112,seguro_vida,2024-10-16,vencido,web
3112,consorcio_auto,2025-07-19,ativo,web
3117,cheque_especial,2024-04-05,cancelado,telemarketing
3117,seguro_vida,2024-08-04,ativo,app
3118,investimento_cdb,2025-09-10,ativo,app
3119,consorcio_auto,2024-09-30,ativo,app
3119,credito_pessoal,2024-02-09,ativo,app
3120,credito_pessoal,2024-11-12,ativo,app
3120,conta_digital_plus,2024-04-06,cancelado,web
3121,seguro_auto,2025-01-29,ativo,app
3123,credito_pessoal,2024-06-15,ativo,telemarketing
3124,consorcio_imovel,2025-08-22,ativo,agencia
3125,portabilidade_salario,2024-12-15,ativo,app
3125,pix_parcelado,2024-11-20,ativo,app
3125,consorcio_auto,2024-01-01,ativo,web
3126,investimento_cdb,2025-04-03,ativo,agencia
3127,investimento_cdb,2024-12-21,ativo,agencia
3127,cheque_especial,2024-07-14,ativo,agencia
3127,seguro_vida,2024-03-19,ativo,app
3128,conta_digital_plus,2025-09-22,ativo,telemarketing
3129,investimento_cdb,2025-02-27,ativo,app
3129,cheque_especial,2025-12-21,ativo,app
3129,cartao_platinum,2025-03-15,ativo,app
3130,credito_pessoal,2024-02-13,cancelado,app
3131,credito_pessoal,2024-04-19,ativo,web
3132,cartao_platinum,2025-08-28,ativo,app
3133,investimento_cdb,2025-01-02,ativo,web
3133,seguro_viagem,2024-05-15,cancelado,web
3135,conta_digital_plus,2025-09-05,ativo,app
3136,conta_digital_plus,2024-12-26,ativo,app
3137,consorcio_imovel,2025-01-10,ativo,web
3137,investimento_cdb,2025-01-07,ativo,app
3137,seguro_residencial,2025-01-08,ativo,app
3137,conta_digital_plus,2025-03-31,cancelado,telemarketing
3137,previdencia,2024-10-01,ativo,app
3140,credito_pessoal,2025-05-15,ativo,app
3140,conta_digital_plus,2024-02-17,ativo,web
3141,cheque_especial,2025-06-01,ativo,app
3142,seguro_auto,2024-10-06,cancelado,app
3142,investimento_cdb,2025-04-03,ativo,app
3143,credito_consignado,2025-07-28,ativo,app
3143,previdencia,2025-09-30,ativo,app
3143,investimento_cdb,2025-11-25,ativo,app
3143,cheque_especial,2025-04-21,ativo,web
3144,credito_pessoal,2024-06-16,ativo,app
3144,conta_digital_plus,2025-09-10,ativo,agencia
3144,seguro_auto,2024-06-29,ativo,app
3145,conta_digital_plus,2024-09-03,ativo,telemarketing
3145,seguro_auto,2024-12-15,ativo,app
3145,pix_parcelado,2025-04-20,ativo,web
3147,cartao_black,2024-01-25,ativo,app
3147,cartao_platinum,2025-10-10,ativo,app
3149,seguro_residencial,2024-08-08,ativo,web
3150,credito_pessoal,2025-08-04,ativo,telemarketing
3151,conta_digital_plus,2025-02-16,ativo,app
3156,cartao_platinum,2025-04-25,ativo,app
3156,conta_digital_plus,2025-11-12,ativo,app
3157,cartao_platinum,2025-03-31,ativo,web
3158,credito_pessoal,2024-12-19,ativo,app
3159,consorcio_auto,2024-10-13,ativo,app
3159,cartao_platinum,2025-10-19,ativo,web
3160,cheque_especial,2025-02-01,cancelado,agencia
3160,conta_digital_plus,2025-11-07,ativo,app
3161,conta_digital_plus,2024-08-18,ativo,web
3162,pix_parcelado,2024-07-08,ativo,web
3163,cheque_especial,2025-09-03,ativo,app
3164,conta_digital_plus,2025-11-21,ativo,agencia
3164,credito_pessoal,2025-05-11,ativo,app
3164,consorcio_auto,2024-09-16,vencido,web
3164,cheque_especial,2025-12-20,cancelado,web
3165,conta_digital_plus,2025-07-15,cancelado,app
3166,cheque_especial,2024-05-27,ativo,app
3167,previdencia,2024-01-08,cancelado,web
3169,credito_pessoal,2025-01-18,ativo,app
3169,investimento_lci_lca,2025-04-17,ativo,web
3171,cartao_platinum,2025-11-02,ativo,agencia
3171,seguro_auto,2024-11-27,ativo,web
3172,conta_digital_plus,2025-04-03,ativo,web
3173,cheque_especial,2025-05-02,ativo,telemarketing
3174,conta_digital_plus,2025-06-27,ativo,app
3174,cartao_platinum,2024-04-06,ativo,app
3175,cheque_especial,2024-11-22,ativo,web
3175,credito_pessoal,2024-08-31,ativo,app
3177,seguro_vida,2024-11-06,cancelado,agencia
3178,tesouro_direto,2024-08-27,ativo,app
3178,cartao_platinum,2025-08-20,ativo,web
3178,investimento_cdb,2024-03-03,vencido,app
3178,seguro_auto,2025-10-11,ativo,app
3180,pix_parcelado,2024-05-23,ativo,telemarketing
3181,credito_pessoal,2024-06-06,ativo,web
3182,previdencia,2025-03-27,cancelado,telemarketing
3182,conta_digital_plus,2024-02-08,ativo,web
3182,credito_pessoal,2025-11-20,ativo,agencia
3183,investimento_cdb,2025-08-28,ativo,web
3183,credito_consignado,2024-04-07,ativo,app
3183,tesouro_direto,2025-01-14,ativo,app
3184,cheque_especial,2024-09-24,ativo,telemarketing
3184,previdencia,2024-09-18,ativo,app
3184,investimento_cdb,2025-01-19,ativo,web
3184,conta_digital_plus,2025-11-03,ativo,app
3185,conta_digital_plus,2024-06-20,ativo,app
3186,conta_digital_plus,2025-02-01,ativo,app
3187,conta_digital_plus,2025-10-07,ativo,telemarketing
3187,credito_consignado,2024-12-27,ativo,app
3188,conta_digital_plus,2025-07-15,ativo,web
3189,pix_parcelado,2024-11-02,ativo,agencia
3189,consorcio_auto,2025-09-09,ativo,app
3191,credito_pessoal,2024-06-17,ativo,app
3192,consorcio_imovel,2024-02-29,cancelado,web
3192,seguro_auto,2025-12-10,cancelado,app
3192,cartao_platinum,2025-09-02,ativo,app
3193,previdencia,2024-02-03,ativo,telemarketing
3193,investimento_lci_lca,2024-01-29,ativo,app
3194,conta_digital_plus,2024-12-23,ativo,web
3194,credito_pessoal,2024-10-11,ativo,web
3195,portabilidade_salario,2025-01-01,ativo,agencia
3195,consorcio_auto,2025-04-13,ativo,agencia
3196,cartao_platinum,2024-04-09,ativo,app
3197,seguro_auto,2025-10-27,ativo,agencia
3197,seguro_vida,2025-07-31,ativo,app
3198,investimento_cdb,2025-06-14,ativo,app
3199,conta_digital_plus,2024-08-18,ativo,agencia
3199,pix_parcelado,2024-11-08,ativo,web
3200,credito_consignado,2024-07-03,ativo,app
3201,investimento_lci_lca,2025-10-02,cancelado,app
3202,credito_consignado,2024-04-22,ativo,web
3202,cheque_especial,2024-07-02,ativo,web
3203,credito_pessoal,2024-11-27,ativo,web
3204,seguro_auto,2024-08-02,ativo,web
3204,cartao_black,2024-08-01,ativo,telemarketing
3205,cartao_platinum,2024-07-27,ativo,app
3206,credito_pessoal,2024-11-05,ativo,web
3207,seguro_residencial,2025-06-15,ativo,app
3208,consorcio_auto,2025-01-08,ativo,agencia
3208,cheque_especial,2024-05-25,ativo,web
3208,portabilidade_salario,2025-11-20,vencido,app
3212,cartao_platinum,2025-08-28,ativo,app
3212,seguro_residencial,2024-12-22,ativo,web
3214,credito_pessoal,2025-01-11,ativo,agencia
3214,conta_digital_plus,2025-03-13,ativo,agencia
3219,cartao_platinum,2025-01-09,ativo,agencia
3220,portabilidade_salario,2025-09-17,ativo,app
3221,consorcio_auto,2025-05-30,ativo,web
3221,conta_digital_plus,2024-05-21,ativo,agencia
3223,investimento_lci_lca,2025-01-17,ativo,agencia
3224,credito_pessoal,2024-04-22,ativo,app
3225,conta_digital_plus,2025-01-09,ativo,web
3226,consorcio_auto,2025-10-02,ativo,agencia
3226,cartao_platinum,2024-08-04,ativo,telemarketing
3226,conta_digital_plus,2025-09-09,ativo,app
3226,seguro_residencial,2024-10-16,ativo,app
3227,credito_consignado,2024-01-14,ativo,app
3227,conta_digital_plus,2024-06-29,ativo,app
3228,credito_pessoal,2025-02-28,ativo,telemarketing
3228,pix_parcelado,2025-03-04,ativo,web
3228,conta_digital_plus,2024-08-04,ativo,app
3229,credito_pessoal,2024-03-20,ativo,app
3229,consorcio_auto,2024-10-30,ativo,web
3230,previdencia,2025-03-09,ativo,app
3233,credito_pessoal,2024-05-09,ativo,telemarketing
3235,credito_pessoal,2025-04-24,ativo,app
3236,conta_digital_plus,2024-05-22,ativo,app
3237,conta_digital_plus,2025-06-03,ativo,web
3238,seguro_auto,2024-03-13,cancelado,app
3238,conta_digital_plus,2024-11-20,ativo,app
3238,seguro_residencial,2025-02-23,ativo,agencia
3238,previdencia,2024-10-22,ativo,app
3239,pix_parcelado,2024-12-21,cancelado,web
3242,conta_digital_plus,2025-05-16,ativo,app
3242,consorcio_imovel,2024-11-16,ativo,web
3243,cheque_especial,2024-06-08,ativo,agencia
3244,cheque_especial,2024-01-09,ativo,web
3244,pix_parcelado,2025-10-31,ativo,agencia
3245,credito_pessoal,2024-05-13,ativo,agencia
3246,conta_digital_plus,2024-12-15,ativo,web
3246,pix_parcelado,2024-11-01,ativo,telemarketing
3247,consorcio_auto,2025-03-16,ativo,app
3247,pix_parcelado,2025-11-02,cancelado,web
3248,investimento_cdb,2025-05-19,ativo,app
3249,seguro_residencial,2025-03-08,ativo,app
3250,seguro_viagem,2024-10-24,ativo,web
3251,conta_digital_plus,2025-03-13,ativo,web
3251,pix_parcelado,2024-12-11,ativo,app
3256,credito_pessoal,2025-12-16,ativo,agencia
3257,cheque_especial,2024-12-29,ativo,web
3260,cartao_platinum,2024-03-24,ativo,agencia
3260,conta_digital_plus,2025-06-29,ativo,app
3260,uso_lastro_limite,2025-04-03,ativo,web
3263,conta_digital_plus,2024-04-19,cancelado,web
3264,pix_parcelado,2025-06-06,ativo,app
3265,conta_digital_plus,2024-07-23,ativo,app
3266,cartao_platinum,2024-03-14,cancelado,telemarketing
3266,cheque_especial,2024-05-24,ativo,agencia
3267,cheque_especial,2025-10-17,vencido,agencia
3268,investimento_cdb,2025-04-09,ativo,web
3268,seguro_auto,2024-02-01,cancelado,app
3269,investimento_lci_lca,2025-02-02,ativo,app
3274,pix_parcelado,2025-02-16,cancelado,web
3275,conta_digital_plus,2025-12-17,ativo,telemarketing
3276,cheque_especial,2024-03-12,ativo,app
3277,cheque_especial,2025-07-17,ativo,agencia
3277,seguro_auto,2024-09-24,ativo,agencia
3277,investimento_cdb,2025-11-10,ativo,web
3278,investimento_cdb,2024-12-31,ativo,web
3279,investimento_lci_lca,2024-07-13,ativo,app
3279,conta_digital_plus,2025-01-14,ativo,app
3280,seguro_auto,2024-05-11,ativo,app
3280,cheque_especial,2025-03-16,ativo,app
3283,seguro_auto,2025-12-29,ativo,app
3283,cartao_platinum,2024-02-25,ativo,app
3284,seguro_vida,2025-07-06,ativo,app
3284,investimento_lci_lca,2025-02-14,ativo,app
3284,cartao_platinum,2024-02-02,ativo,app
3284,seguro_auto,2025-12-04,ativo,web
3285,credito_pessoal,2024-05-30,ativo,telemarketing
3286,cheque_especial,2024-07-15,ativo,app
3288,credito_pessoal,2025-07-01,ativo,app
3289,conta_digital_plus,2024-11-20,ativo,telemarketing
3290,cheque_especial,2024-07-17,ativo,agencia
