id_cliente,idade,genero,uf,segmento,score_credito,renda_mensal,saldo_medio_conta,qtd_meses_cliente,qtd_produtos_ativos,qtd_transacoes_pix_6m,vlr_total_investimentos,vlr_medio_gasto_cartao,vlr_medio_gasto_alimentacao,vlr_medio_gasto_transporte,vlr_medio_gasto_saude,vlr_medio_gasto_educacao,vlr_medio_gasto_lazer,ind_debito_automatico,qtd_dias_inatividade,vlr_limite_credito,pct_utilizacao_limite,canal_preferencial
11955,43,F,SC,intermediario,593.46,3623.46,10846.41,38,1,9,10275.8,814.95,250.9,66.93,36.04,7.79,135.78,0,9.0,5083.41,0.0706,web
11956,25,M,AP,intermediario,449.54,5565.77,7364.54,51,2,10,0.0,3043.02,645.63,723.35,144.61,105.72,102.81,0,10.0,5073.28,0.3903,app
11957,31,F,ES,intermediario,860.99,4468.27,10141.64,62,2,7,26096.53,1754.11,503.61,327.14,60.95,99.38,336.97,0,59.0,2000.0,0.3993,app
11958,48,F,RR,premium,786.73,9062.45,3641.65,6,8,18,214007.65,5733.66,918.0,1131.45,290.44,256.61,476.48,1,4.0,6287.97,0.2959,web
11959,37,F,GO,basico,659.14,1500.0,2083.41,16,2,5,0.0,921.29,161.52,71.02,65.81,51.47,172.42,1,10.0,3036.97,0.3541,app
11960,51,M,SP,premium,829.99,8643.58,22615.44,12,6,23,98055.51,1896.58,676.65,469.31,284.38,78.06,319.28,1,,18520.74,0.0853,app
11961,60,M,MG,premium,803.37,8000.0,19656.04,55,2,17,54009.44,1216.89,316.51,140.25,144.52,116.44,200.12,0,49.0,11985.59,0.4361,app
11962,39,M,SP,intermediario,693.46,10281.29,8258.77,34,3,19,7340.43,3963.08,961.94,975.04,146.34,204.02,397.9,1,30.0,2199.87,0.3268,agencia
11963,39,M,RS,basico,630.94,1500.0,1312.43,17,2,5,118.59,491.22,130.92,65.5,69.28,,59.11,0,1.0,543.16,0.1509,app
11964,35,M,SP,basico,498.45,1942.03,2353.82,1,2,4,48.7,1297.69,477.72,88.4,45.18,73.51,126.11,0,5.0,1423.34,0.3867,web
11965,32,M,RJ,basico,615.88,6754.59,11972.2,55,0,17,0.0,3368.01,512.47,431.65,103.55,150.72,,0,0.0,2213.48,0.63,agencia
11966,32,F,SP,basico,594.75,1500.0,1593.95,8,1,3,0.0,769.6,203.21,158.87,66.62,52.04,136.5,0,,5016.24,0.5682,web
11967,40,F,SC,premium,660.12,18234.93,18229.18,51,4,34,8722.97,7460.1,1352.7,419.2,1070.07,392.56,1071.54,1,2.0,14039.17,0.44,agencia
11968,33,F,AL,basico,270.45,,3160.53,4,0,3,0.0,1048.8,418.09,258.15,76.71,48.91,196.11,1,1.0,1780.2,0.231,agencia
11969,32,F,PE,basico,255.29,2634.87,3493.94,1,1,6,0.0,1644.57,611.46,245.41,159.6,56.94,160.54,0,0.0,3215.71,0.2754,telefone
11970,38,F,PE,intermediario,790.43,4154.93,5079.39,23,2,7,35011.85,1944.48,685.03,220.01,198.61,45.04,79.29,0,1.0,6383.0,0.1699,agencia
11971,18,F,AL,basico,451.75,1898.81,3176.04,32,2,2,2714.73,854.21,171.3,65.22,111.56,20.02,83.15,0,0.0,1800.78,0.3512,app
11972,33,Outro,MG,basico,461.45,3526.84,5974.28,26,2,7,0.0,1801.64,279.99,349.49,,199.34,200.42,0,0.0,1504.89,0.1901,agencia
11973,24,F,ES,basico,364.89,,3168.6,93,1,3,5424.97,983.83,370.52,240.15,114.49,61.88,184.6,0,11.0,1237.29,0.3187,app
11974,39,F,CE,intermediario,411.22,3582.45,4705.66,173,3,6,14011.45,958.42,217.65,200.52,86.78,34.8,100.0,0,3.0,2735.89,0.2919,app
11975,21,F,SP,basico,411.1,4229.26,11542.95,24,1,10,0.0,717.27,249.91,134.65,29.59,49.41,137.45,0,27.0,649.07,0.7977,web
11976,48,F,CE,premium,869.57,8000.0,13321.85,25,3,14,28759.72,2588.01,558.35,181.54,285.03,264.75,314.48,1,3.0,13710.79,0.5468,app
11977,31,F,SP,basico,544.37,2273.0,3373.31,3,0,1,0.0,474.11,116.8,114.84,57.5,39.69,88.46,0,2.0,1728.92,0.2011,web
11978,42,F,CE,premium,712.6,12545.73,14791.89,125,3,16,5636.81,3644.03,1005.92,326.41,94.03,70.31,499.34,1,3.0,18818.4,0.5246,web
11979,38,F,RJ,basico,,1500.0,1638.03,2,1,3,0.0,654.36,124.29,115.78,26.99,4.13,38.6,0,6.0,1854.58,0.4029,web
11980,39,F,SP,basico,352.14,3461.82,702.33,5,2,6,0.0,2036.77,408.68,399.19,102.9,67.58,152.28,0,2.0,1797.5,0.3501,app
11981,34,M,BA,basico,,1961.81,5512.22,19,2,5,0.0,285.09,75.32,23.57,40.35,26.03,10.15,1,48.0,1850.44,0.5126,app
11982,41,Outro,CE,basico,360.6,3283.53,8993.76,55,1,9,243.7,729.75,229.61,73.51,73.03,2.61,145.73,1,1.0,2300.37,0.4618,app
11983,30,M,AL,basico,212.82,2217.94,1957.07,7,0,3,0.0,990.26,166.34,185.16,23.18,11.93,69.71,0,1.0,1708.63,0.763,app
11984,39,M,SP,basico,506.04,1984.65,3221.82,15,0,5,0.0,728.82,161.69,84.85,62.68,41.36,104.75,1,2.0,1190.46,0.3018,app
11985,34,M,AM,basico,552.32,1500.0,2689.32,25,2,1,0.0,457.92,133.82,95.92,49.74,3.66,20.05,0,2.0,2322.48,0.3484,telefone
11986,30,M,DF,intermediario,646.01,3237.49,4062.91,24,3,9,0.0,1388.28,433.25,299.54,169.92,143.63,124.65,0,9.0,4035.03,0.6309,web
11987,25,F,TO,basico,79.73,4002.45,8427.53,17,1,8,0.0,2379.28,509.71,548.2,342.23,51.57,470.04,0,4.0,999.66,0.3861,telefone
11988,48,Outro,RJ,basico,641.11,4307.23,3123.49,3,1,10,0.0,1693.17,675.58,283.9,128.0,79.38,152.94,0,84.0,2933.47,0.3075,app
11989,55,F,PR,intermediario,491.89,4652.5,6265.46,4,1,9,,525.9,157.77,54.66,65.27,21.63,31.87,0,5.0,3950.16,0.4346,app
11990,54,F,PR,premium,673.56,17038.52,40762.9,218,5,39,44634.64,5563.94,1643.35,1004.57,652.37,333.3,778.44,1,8.0,53515.65,0.328,app
11991,28,F,SC,basico,289.17,2977.12,7552.23,1,4,6,0.0,1745.54,338.52,239.96,123.66,134.49,327.51,0,8.0,1840.98,0.3989,app
11992,52,F,BA,basico,251.34,3080.52,7124.32,41,2,13,1379.55,1777.34,696.72,385.31,258.69,114.97,152.3,0,0.0,2696.5,0.1545,telefone
11993,53,M,SC,premium,793.4,8000.0,4026.66,89,7,21,39712.69,2991.19,894.6,304.06,315.38,204.96,107.68,1,41.0,9498.7,0.1183,app
11994,39,M,AP,basico,635.23,3374.55,1811.07,7,1,3,0.0,1789.52,435.97,163.55,155.21,53.03,304.24,1,0.0,2208.18,0.2247,app
11995,64,M,SP,premium,819.36,8398.59,12219.63,145,3,21,,5576.63,948.56,514.47,753.29,512.88,951.08,1,0.0,23637.61,0.2938,app
11996,24,F,MG,basico,,3869.81,3848.4,41,1,4,,1381.89,292.28,157.49,148.86,,140.38,0,3.0,1406.34,0.3074,app
11997,54,M,PE,premium,871.68,8988.55,7251.83,30,6,26,14668.68,4148.93,1029.26,361.59,446.1,9.34,705.79,1,,15910.52,0.2118,web
11998,25,F,MA,basico,486.12,2550.64,1232.11,26,0,4,0.0,1510.15,547.19,340.78,31.26,65.9,112.89,0,2.0,3884.66,0.4693,app
11999,42,M,CE,premium,825.75,24714.01,17713.23,38,3,54,27980.36,3699.95,1410.57,816.57,312.87,246.81,416.69,1,1.0,30082.2,0.4895,web
12000,66,M,PE,basico,636.46,1953.38,1251.17,41,1,7,485.64,1010.19,207.33,195.15,85.66,88.44,139.99,0,10.0,2381.14,0.5298,app
12001,45,F,PA,intermediario,637.76,3000.0,2231.59,89,2,6,0.0,1794.82,622.53,288.51,95.5,114.93,186.45,1,21.0,6697.88,0.4114,telefone
12002,57,F,PI,basico,815.12,1500.0,3454.28,8,1,4,0.0,830.29,199.2,52.78,22.1,86.17,75.94,1,11.0,1124.01,0.22,app
12003,41,M,PR,basico,682.42,1500.0,1452.18,1,3,5,0.0,518.77,85.06,119.36,18.18,24.9,92.45,0,5.0,1127.44,0.4414,web
12004,44,M,SP,intermediario,509.28,4170.13,9242.3,44,2,11,3024.21,1554.17,258.86,320.11,217.86,148.07,149.75,1,10.0,5490.62,0.2271,app
12005,27,F,MS,basico,468.06,3481.57,8245.83,1,0,4,0.0,1990.04,520.97,417.13,267.81,186.07,370.02,0,4.0,3077.79,0.363,agencia
12006,56,F,PI,premium,653.12,15968.51,20967.11,303,4,31,154538.38,8634.63,2996.77,761.71,183.89,35.3,1463.75,1,0.0,10553.19,0.3504,web
12007,35,F,PI,basico,539.09,4376.96,4651.37,4,2,7,1401.68,1991.52,778.57,474.69,119.4,83.76,312.4,0,30.0,2999.82,0.3267,agencia
12008,48,M,PE,premium,734.53,8000.0,2078.48,58,2,15,7123.92,5359.02,912.54,618.5,478.7,173.38,402.43,0,15.0,14147.07,0.1762,app
12009,31,M,PE,basico,453.87,1500.0,4019.75,3,0,1,0.0,521.84,82.32,118.95,55.41,4.32,53.27,0,2.0,858.66,0.6098,app
12010,47,M,SP,premium,860.14,9027.19,27040.14,34,5,10,20564.48,4807.27,732.27,701.26,496.6,276.79,253.84,1,9.0,18407.97,0.291,app
12011,48,F,SP,premium,739.39,9753.45,5328.95,180,4,18,106910.56,4302.41,1706.64,706.58,180.19,114.43,491.02,1,8.0,22009.43,0.6498,app
12012,36,F,RJ,basico,433.17,2884.16,875.19,1,2,6,0.0,1186.64,412.46,133.65,63.64,45.55,215.69,0,67.0,1964.63,0.6218,app
12013,47,M,SP,premium,689.37,9849.9,16282.46,6,2,24,16572.24,2166.73,610.19,277.47,117.36,188.79,171.2,1,1.0,13434.8,0.2043,agencia
12014,24,M,RJ,intermediario,459.86,3000.0,5917.13,43,3,3,3155.94,1456.58,295.68,261.37,54.45,102.08,174.63,0,35.0,9500.92,0.2323,app
12015,41,F,MG,basico,321.39,1500.0,2368.58,44,1,2,0.0,952.64,210.01,227.6,66.31,17.3,,0,4.0,3332.52,0.2776,web
12016,38,F,PR,intermediario,387.79,6562.32,1255.54,4,3,21,0.0,2598.06,721.56,356.86,354.96,128.4,113.28,0,13.0,5699.15,0.2063,app
12017,18,F,PR,basico,297.6,1678.48,4793.06,68,0,0,0.0,188.38,48.59,32.41,20.86,21.61,19.35,0,4.0,594.46,0.3867,agencia
12018,24,M,TO,intermediario,538.95,5264.68,11672.43,71,5,15,0.0,689.6,176.56,37.98,55.83,41.57,119.74,1,3.0,5082.06,0.3906,app
12019,29,F,ES,basico,487.4,1500.0,1825.54,9,1,3,3216.76,291.28,80.55,15.82,13.25,29.01,44.36,1,6.0,2203.72,0.4112,web
12020,50,M,MG,basico,568.7,3031.13,4940.01,21,2,7,0.0,868.24,147.13,196.2,31.42,83.4,122.13,1,54.0,1742.9,0.4174,app
12021,42,F,ES,basico,573.13,2215.09,4459.15,29,2,5,0.0,1131.03,258.97,253.54,,79.25,210.72,0,11.0,869.82,0.4437,app
12022,33,M,SP,intermediario,544.77,10192.77,16333.28,26,2,18,2535.66,6079.29,2276.42,720.68,781.5,431.28,630.89,1,2.0,8746.43,0.1498,telefone
12023,46,M,MT,premium,738.48,8000.0,16689.32,17,2,10,15105.16,3764.15,721.23,802.07,136.69,399.89,669.54,1,20.0,13188.34,0.3653,app
12024,57,F,SP,premium,749.99,11896.44,12744.96,81,2,18,33939.07,1732.87,654.66,393.36,148.63,50.18,210.5,1,0.0,12844.91,0.4014,app
12025,27,F,RJ,basico,474.71,2253.58,2825.35,19,1,4,0.0,1527.6,271.4,78.82,,40.39,231.38,0,0.0,2460.81,0.1588,agencia
12026,21,M,SP,basico,315.5,4321.53,5845.99,1,1,7,0.0,858.27,199.19,130.83,73.34,58.38,69.42,0,37.0,2045.0,0.4803,agencia
12027,48,M,RJ,intermediario,618.75,5605.07,4516.96,84,0,9,13234.41,2708.0,551.43,232.97,316.96,188.17,216.15,0,27.0,2635.15,0.6429,web
12028,51,M,MG,intermediario,,6192.9,10592.28,62,3,15,0.0,3686.16,1122.63,907.06,241.0,424.87,192.7,1,1.0,5509.26,0.211,agencia
12029,27,F,PE,basico,703.34,1500.0,674.03,1,4,2,0.0,922.27,222.77,221.55,75.71,79.36,153.68,0,5.0,1154.9,0.5007,web
12030,40,F,PR,basico,90.79,4521.16,9196.91,8,2,3,0.0,2359.24,398.62,304.86,336.2,55.45,308.28,0,10.0,2520.17,0.4155,telefone
12031,34,M,TO,basico,497.41,6222.96,16346.74,3,1,16,0.0,3612.34,769.04,315.77,378.74,67.59,684.43,0,6.0,5066.97,0.4034,app
12032,27,M,MA,basico,91.53,1826.37,3228.53,47,0,2,71.68,1190.98,211.46,142.49,67.02,110.22,84.89,0,2.0,1033.6,0.2262,agencia
12033,51,M,CE,intermediario,582.73,7087.57,18298.02,114,4,15,3924.4,4337.5,1414.14,230.26,171.44,372.95,839.98,0,8.0,6339.47,0.2093,app
12034,27,M,AM,basico,387.49,1761.06,4322.45,31,2,1,0.0,387.16,104.84,37.91,46.75,4.42,73.7,0,14.0,3739.39,0.2095,telefone
12035,54,M,GO,premium,734.39,8000.0,7369.83,234,5,12,63814.57,821.4,196.41,201.41,56.68,39.39,117.38,1,12.0,12402.15,0.1818,telefone
12036,35,F,SP,basico,511.91,1500.0,3958.75,4,3,6,0.0,534.51,185.08,44.72,50.15,,77.77,0,19.0,2045.39,0.3427,telefone
12037,32,M,PR,basico,453.14,2763.21,1930.6,46,0,1,0.0,1756.99,691.01,269.08,47.57,83.92,70.45,0,3.0,1843.47,0.4684,app
12038,43,F,SP,premium,763.14,8225.64,24173.82,9,6,15,60032.94,2949.59,1135.47,506.32,66.41,24.07,532.34,1,1.0,11744.49,0.2976,web
12039,30,F,SP,intermediario,578.27,,13262.08,3,3,9,69632.4,2820.45,880.04,194.53,66.85,132.03,132.26,0,8.0,2604.67,0.3261,agencia
12040,32,M,AM,basico,374.72,1573.4,2205.46,26,1,4,0.0,635.19,227.16,141.23,83.45,40.88,34.18,0,1.0,2185.55,0.442,app
12041,34,F,RN,intermediario,629.33,5239.92,5584.4,42,1,12,0.0,2338.39,381.52,437.63,67.78,254.18,385.46,1,53.0,5770.61,0.3428,web
12042,36,M,SC,basico,256.48,1862.35,4798.26,5,2,4,898.56,1126.79,268.26,166.94,85.4,81.27,157.76,0,4.0,1882.73,0.3765,web
12043,28,F,PE,intermediario,672.98,9419.94,16101.5,36,1,33,1114.03,3153.23,608.33,181.29,405.21,164.92,238.38,1,0.0,7289.26,0.2906,app
12044,33,F,RJ,basico,737.06,1847.29,943.8,8,0,4,0.0,886.56,289.1,98.05,111.06,,,1,0.0,2902.9,0.3722,telefone
12045,44,F,SP,intermediario,554.93,3086.34,902.02,7,2,7,0.0,2092.01,830.97,422.72,202.52,201.06,320.22,0,1.0,7012.23,0.5829,app
12046,26,M,PA,basico,482.01,1916.61,5130.89,13,2,4,,961.43,329.8,172.04,31.41,14.61,103.68,1,28.0,722.23,0.6755,telefone
12047,43,M,BA,basico,,4578.74,1786.75,57,1,8,0.0,815.65,209.58,91.79,29.03,52.16,151.45,0,1.0,1644.36,0.4595,app
12048,55,M,RS,premium,770.08,13065.23,38637.06,35,10,21,20687.64,5315.51,924.29,925.67,337.14,166.05,860.66,0,2.0,35360.35,0.0561,web
12049,27,F,PE,intermediario,724.92,6458.06,2345.83,72,4,15,24911.17,985.43,153.9,85.43,68.55,2.23,123.0,0,102.0,7709.55,0.1899,app
12050,25,M,RS,basico,402.2,1917.53,5425.94,56,1,1,879.64,918.12,299.74,101.22,49.07,99.01,29.15,1,12.0,500.0,0.2631,app
12051,18,M,MG,basico,564.07,3520.78,5790.63,7,1,6,0.0,1724.22,407.22,154.42,80.4,91.65,118.91,0,4.0,1804.93,0.2755,app
12052,40,M,CE,basico,450.7,3171.35,4638.9,9,0,6,0.0,1382.07,323.34,332.63,146.91,82.7,167.56,1,6.0,2735.5,0.7061,agencia
12053,41,F,PR,intermediario,682.53,7555.12,15534.32,79,0,11,10794.29,3062.76,1041.82,233.55,179.69,22.55,310.77,1,2.0,4079.74,0.3206,app
12054,23,F,SP,intermediario,,3752.58,4746.3,3,1,7,2370.58,2419.87,430.43,498.12,104.06,111.65,358.27,0,6.0,4314.51,0.3028,web
12055,33,F,CE,intermediario,481.0,3000.0,857.07,163,3,7,0.0,1656.29,285.84,294.06,162.33,177.2,,1,5.0,4298.58,0.1918,app
12056,38,F,MG,basico,341.11,2812.63,2687.22,76,2,7,,1320.4,390.0,195.63,180.86,41.43,185.82,1,1.0,3371.27,0.3066,app
12057,41,F,DF,intermediario,601.61,5188.21,12474.71,15,4,14,0.0,2942.41,943.53,472.75,272.98,215.18,524.08,1,4.0,8881.92,0.5891,web
12058,49,M,AP,basico,447.36,2667.07,7687.99,1,1,4,0.0,1514.4,237.12,162.55,182.08,59.92,145.68,0,1.0,2922.01,0.4308,telefone
12059,21,F,PR,basico,312.86,2609.38,3115.52,8,0,6,0.0,1583.69,350.06,254.48,92.03,185.69,213.26,0,31.0,3642.59,0.2888,app
12060,39,M,GO,intermediario,686.75,3671.82,6763.51,89,3,9,4801.61,2111.37,359.29,384.62,229.98,74.6,156.57,0,12.0,3193.22,0.2611,telefone
12061,38,F,PR,premium,860.5,14382.91,18880.08,23,4,29,66359.1,2391.76,666.52,262.54,195.11,110.49,370.89,1,0.0,10465.95,0.3007,app
12062,41,F,AC,intermediario,557.77,4587.2,2816.42,9,1,10,22841.79,2314.01,430.4,441.76,184.59,186.88,399.95,0,1.0,4249.92,0.3743,telefone
12063,38,Outro,BA,intermediario,804.42,3000.0,6460.62,20,0,8,26236.54,756.05,198.07,73.97,18.69,39.44,96.08,0,128.0,3841.04,0.5653,app
12064,42,M,MG,intermediario,685.49,7432.79,17829.27,154,1,24,17291.67,1351.49,315.49,237.69,180.0,42.08,94.29,0,6.0,3457.41,0.375,agencia
12065,44,M,MG,premium,882.75,16902.87,39016.02,41,3,32,22852.8,9197.06,3417.91,1318.78,1378.85,158.37,853.9,1,3.0,16664.59,0.2198,app
12066,44,M,SP,basico,440.65,1500.0,805.22,120,2,6,0.0,456.92,164.96,27.23,55.84,41.44,73.55,0,,3716.17,0.4425,app
12067,26,F,MG,basico,228.28,5198.19,9927.03,9,5,14,0.0,3243.23,919.15,610.36,247.58,141.95,,0,2.0,2735.42,0.1897,telefone
12068,38,F,BA,premium,849.27,11263.49,12344.14,93,4,16,66495.63,7113.11,1104.08,824.05,179.87,515.04,1009.24,1,5.0,23822.41,0.2473,app
12069,50,F,SP,premium,817.05,20677.14,53479.82,74,0,40,18898.79,7705.79,1660.11,1121.59,841.7,399.89,1062.04,0,104.0,21750.18,0.3823,app
12070,57,Outro,RS,basico,238.4,4027.31,4501.22,3,4,7,1517.85,1729.03,621.85,390.63,92.33,57.13,105.67,0,0.0,4456.98,0.4386,app
12071,18,F,RJ,basico,,1500.0,1718.99,68,0,4,0.0,989.99,166.4,122.65,53.74,27.7,53.17,0,5.0,1106.76,0.2176,app
12072,21,M,PI,basico,574.08,1673.01,3039.74,6,2,3,0.0,706.27,217.63,125.57,28.95,32.75,25.14,0,8.0,1171.42,0.31,telefone
12073,37,F,PE,basico,,3114.4,1295.57,35,3,7,0.0,1184.41,275.29,191.92,119.5,115.28,76.1,1,37.0,763.2,0.44,app
12074,58,M,CE,premium,806.03,8000.0,1263.85,22,8,19,102465.77,3209.27,481.87,185.3,444.45,256.8,522.02,1,7.0,10602.77,0.2926,app
12075,38,M,PE,basico,332.34,3325.77,625.94,7,2,4,3318.32,1386.96,479.57,246.9,202.51,14.46,104.12,0,1.0,2078.7,0.3399,agencia
12076,42,F,CE,premium,785.7,13393.35,14027.33,7,10,29,28881.65,6657.9,1993.75,1600.26,516.38,49.79,681.83,1,0.0,24230.21,0.1829,web
12077,40,M,RJ,basico,287.25,3258.85,6683.77,7,0,11,1839.18,1977.24,637.27,259.84,138.2,163.08,143.76,1,32.0,1604.63,0.3398,agencia
12078,41,F,PE,basico,345.01,1500.0,1145.79,57,2,5,0.0,952.63,179.26,181.66,99.72,6.21,36.32,0,6.0,1824.14,0.5638,app
12079,26,M,RS,basico,486.75,2960.84,4219.6,11,1,5,0.0,496.96,148.62,34.1,30.28,44.44,28.61,0,2.0,2081.0,0.1937,web
12080,48,F,SC,intermediario,750.79,5630.69,5526.7,3,3,12,9399.48,2451.63,936.08,452.68,70.43,67.66,278.7,1,3.0,5051.3,0.1032,app
12081,39,M,RS,intermediario,749.64,7526.13,7989.07,65,5,12,1978.19,2543.45,558.27,274.84,51.26,123.41,475.27,1,,6600.22,0.3865,web
12082,22,F,DF,intermediario,663.01,7256.95,20339.67,234,0,22,30605.3,4150.61,841.86,876.16,242.46,416.83,155.61,0,78.0,4438.06,0.0999,web
12083,33,Outro,MG,basico,568.1,1500.0,3430.43,12,0,4,,702.07,159.59,169.22,48.09,12.33,89.76,0,0.0,861.85,0.2744,app
12084,28,M,MT,basico,392.76,1579.7,1153.54,31,2,4,694.27,358.33,118.88,71.92,23.99,,60.26,0,2.0,1514.53,0.2172,app
12085,50,M,SP,basico,417.36,3077.44,7605.82,4,0,4,2301.49,1144.09,243.12,191.55,25.08,63.1,137.72,1,14.0,2097.77,0.2707,web
12086,19,M,MS,basico,323.11,1672.68,3461.68,30,0,5,0.0,709.21,261.56,60.64,93.94,63.95,77.0,0,0.0,656.54,0.2176,app
12087,35,M,RS,intermediario,649.53,3000.0,2875.43,141,6,10,14169.23,954.49,199.69,88.16,33.16,54.63,49.82,1,3.0,7943.11,0.4551,app
12088,42,F,MG,intermediario,812.78,5134.35,9243.46,14,1,7,0.0,2607.6,786.2,546.27,388.93,185.46,421.59,1,5.0,13965.82,0.1982,app
12089,64,F,MG,intermediario,417.12,5968.83,15221.77,30,1,13,0.0,3173.17,924.72,354.61,143.9,210.38,432.2,1,5.0,3864.56,0.5131,app
12090,58,M,CE,basico,422.43,3178.55,9450.31,33,1,8,0.0,1246.59,268.25,96.35,83.15,62.89,182.3,0,7.0,1062.09,0.549,web
12091,34,Outro,RJ,basico,434.61,3794.03,532.53,7,1,8,0.0,2467.71,895.6,388.48,236.18,169.01,239.68,0,15.0,3149.41,0.5697,web
12092,39,F,PE,basico,376.03,3756.9,5168.53,29,0,8,4399.01,2199.99,620.03,404.27,170.36,106.66,321.02,0,4.0,1287.34,0.3274,app
12093,42,F,BA,basico,440.93,4022.64,4223.29,117,0,9,176.61,1644.87,449.33,188.72,226.8,4.6,181.45,1,54.0,631.54,0.3235,app
12094,29,F,SP,intermediario,673.85,14079.29,3777.75,124,4,27,9419.25,2888.05,871.15,674.33,300.28,82.98,322.72,0,1.0,8506.73,0.3099,app
12095,40,M,SP,intermediario,549.02,5187.19,12032.76,72,2,16,0.0,863.56,227.88,190.13,52.99,8.18,140.24,1,2.0,6457.38,0.3026,web
12096,51,M,RJ,basico,582.92,6327.77,7004.61,10,0,11,0.0,1689.78,525.58,325.6,158.75,195.85,52.99,0,19.0,883.45,0.5671,web
12097,36,M,PE,basico,116.19,3534.35,6936.76,6,1,9,0.0,1538.38,450.99,381.31,213.43,14.55,200.21,0,2.0,1385.23,0.1953,app
12098,65,F,RJ,premium,643.27,9596.84,11670.96,6,5,19,26220.39,5453.23,991.4,1252.27,364.51,220.13,880.75,0,8.0,12020.23,0.1328,app
12099,35,F,MS,intermediario,879.87,4179.67,10908.61,87,3,2,6971.99,744.1,153.86,127.66,55.94,,23.71,1,9.0,2342.91,0.1412,app
12100,39,F,SP,intermediario,589.97,3834.79,397.6,59,6,5,2807.12,611.15,210.15,52.05,47.68,48.4,40.2,1,10.0,2000.0,0.2482,app
12101,34,Outro,SP,basico,550.55,4582.24,1208.79,22,1,4,0.0,1852.32,641.06,259.27,152.07,150.4,347.44,0,2.0,1506.63,0.3022,agencia
12102,19,F,SE,basico,490.77,1914.4,2252.24,1,3,2,0.0,1300.58,456.0,90.47,56.25,25.88,74.22,0,,4357.28,0.1449,app
12103,57,M,RJ,premium,732.21,12834.46,7415.97,23,4,32,19341.78,1760.95,559.57,352.84,179.4,79.19,298.7,1,7.0,14177.47,0.1955,telefone
12104,36,M,PR,intermediario,575.85,4268.89,12060.64,36,4,14,0.0,551.92,205.86,41.23,42.75,53.14,53.08,0,48.0,5257.11,0.488,app
12105,38,M,PR,basico,628.18,1500.0,433.89,47,0,3,0.0,332.34,76.93,64.96,31.3,14.67,13.92,0,9.0,5242.46,0.5472,telefone
12106,34,F,MG,intermediario,574.57,3818.03,3810.8,46,2,3,24144.57,2362.67,480.77,190.63,127.67,241.82,335.82,1,3.0,3997.22,0.4452,app
12107,57,F,SP,intermediario,724.07,7687.13,2721.26,4,1,8,3209.0,1170.72,451.15,246.01,47.76,93.13,210.94,0,5.0,4174.13,0.3617,app
12108,49,F,BA,basico,580.91,1716.01,1471.08,1,2,1,0.0,1061.73,203.74,153.67,95.55,95.59,187.89,0,23.0,2173.62,0.4092,agencia
12109,35,M,AM,basico,613.85,1500.0,271.54,40,2,7,0.0,477.83,158.14,117.85,52.28,,55.19,0,8.0,2003.52,0.7295,app
12110,20,M,CE,basico,534.83,2749.2,6797.3,40,0,5,1307.8,1425.45,273.89,74.64,87.17,150.29,185.51,0,2.0,1504.17,0.2896,agencia
12111,43,M,MG,basico,543.05,1579.69,4450.2,103,2,0,0.0,831.01,146.57,98.91,70.16,6.38,128.26,0,2.0,2708.23,0.5397,agencia
12112,50,M,DF,intermediario,433.07,4016.58,2006.94,3,4,6,37824.86,2391.5,912.72,578.04,255.06,119.6,270.31,1,2.0,2289.24,0.2985,app
12113,23,M,MS,basico,581.84,3737.48,2682.89,31,1,5,5663.54,2114.51,798.48,323.66,303.49,12.8,404.27,0,1.0,1323.39,0.5734,app
12114,38,F,PR,intermediario,454.6,7078.54,1648.28,12,2,15,6919.23,2378.81,805.62,482.24,54.31,139.4,374.19,1,5.0,19123.58,0.2256,agencia
12115,48,M,CE,premium,903.74,11455.3,5663.69,32,0,23,15376.57,5758.83,875.96,748.63,622.71,312.16,223.55,0,20.0,15389.96,0.1044,telefone
12116,48,M,DF,basico,640.58,1661.74,2460.45,11,0,1,4573.08,379.54,59.44,92.82,35.66,27.65,15.63,0,3.0,1208.8,0.3695,telefone
12117,33,F,RJ,basico,541.0,3830.84,4432.59,10,2,11,296.67,1499.01,289.91,148.77,98.15,50.19,170.41,0,4.0,744.11,0.284,app
12118,49,F,RS,intermediario,734.67,5451.76,2249.11,47,2,7,119286.38,3804.75,1163.55,619.94,129.39,309.45,716.59,1,7.0,10019.79,0.4464,app
12119,32,F,PB,intermediario,,4240.55,8364.08,34,2,13,0.0,1143.25,245.77,155.06,41.46,69.18,48.1,0,69.0,9235.9,0.4072,web
12120,29,F,CE,intermediario,535.01,3489.43,8547.87,33,4,6,28750.34,1986.8,672.3,317.57,254.1,163.16,374.17,0,4.0,6848.07,0.2912,telefone
12121,56,M,RS,basico,422.55,4653.85,6111.0,14,2,11,0.0,1932.05,703.99,337.01,217.8,194.25,253.2,0,6.0,2589.14,0.4264,telefone
12122,19,F,RJ,basico,622.51,3838.91,2082.0,9,2,3,0.0,1187.19,340.42,65.32,118.46,17.29,165.86,0,4.0,2450.03,0.281,app
12123,32,M,SP,intermediario,442.12,3830.6,4719.78,221,2,8,8199.09,1599.9,626.45,351.71,137.97,126.4,287.45,0,0.0,3211.58,0.1404,app
12124,55,F,AC,premium,734.19,9031.72,20119.33,30,3,22,17651.16,3489.17,1148.19,204.88,258.08,104.47,108.96,1,62.0,10701.74,0.4432,app
